goal_number,path,report_count,review_artifact_count,flow_basis,local_flow_check_status,ai_flow_check_artifact,ai_approve_artifact
145,docs/goal_145_v0_2_consensus_audit.md,3,1,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
146,docs/goal_146_jaccard_linux_multi_backend_stress.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
147,docs/goal_147_comprehensive_doc_review.md,3,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
148,docs/goal_148_v0_2_scope_status_package.md,3,1,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
149,docs/goal_149_front_door_and_example_consistency_freeze.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
14,docs/goal_14_section_5_6_exact_scale_plan.md,23,22,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
150,docs/goal_150_v0_2_release_readiness_and_stability.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
151,docs/goal_151_final_front_door_status_freeze.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
152,docs/goal_152_v0_2_release_statement_and_support_matrix.md,3,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
153,docs/goal_153_backend_loader_robustness.md,3,4,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
154,docs/goal_154_final_release_audit_and_tag_preparation.md,3,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
155,docs/goal_155_optix_linux_sdk_path_robustness.md,3,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
156,docs/goal_156_v0_2_release_refresh_after_optix_robustness.md,4,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
157,docs/goal_157_fresh_clone_external_agent_acceptance.md,3,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
158,docs/goal_158_rtdl_plus_python_demo_docs.md,4,1,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
159,docs/goal_159_v0_2_front_surface_consensus.md,4,1,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
17,docs/goal_17_low_overhead_runtime_plan.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
18,docs/goal_18_low_overhead_runtime_continuation.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
19,docs/goal_19_embree_performance_comparison_plan.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
20,docs/goal_20_claude_audit_response_plan.md,0,0,historically_exempt_planning_artifact,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
21,docs/goal_21_rayjoin_matrix_dataset_frozen.md,0,0,historically_exempt_planning_artifact,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
21,docs/goal_21_rayjoin_matrix_dataset_setup.md,0,0,historically_exempt_planning_artifact,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
22,docs/goal_22_rayjoin_gap_closure.md,0,0,superseded_by_goal23_and_goal22_tests,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
23,docs/goal_23_bounded_embree_reproduction.md,2,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
25,docs/goal_25_full_project_audit.md,0,0,historically_exempt_planning_artifact,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
26,docs/goal_26_vision_alignment_audit.md,0,0,historically_exempt_planning_artifact,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
27,docs/goal_27_linux_embree_test_environment.md,0,0,historically_exempt_environment_setup_artifact,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
28,docs/goal_28_linux_rayjoin_exact_input_plan.md,4,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
29,docs/goal_29_lsi_mismatch_diagnosis.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
30,docs/goal_30_precision_abi_fix.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
31,docs/goal_31_lsi_gap_closure.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
32,docs/goal_32_local_lsi_sort_sweep.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
33,docs/goal_33_linux_postfix_verification.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
34,docs/goal_34_linux_embree_performance.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
35,docs/goal_35_blockgroup_waterbodies_linux_slice.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
36,docs/goal_36_blockgroup_waterbodies_linux_performance.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
37,docs/goal_37_lkau_pkau_linux_slice.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
38,docs/goal_38_large_scale_embree_feasibility.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
39,docs/goal_39_optix_backend_audit.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
40,docs/goal_40_native_cpu_oracle.md,1,1,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
41,docs/goal_41_cross_host_oracle_correctness.md,2,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
42,docs/goal_42_pre_nvidia_readiness_review.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
43,docs/goal_43_optix_gpu_validation.md,2,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
45,docs/goal_45_optix_county_zipcode.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
46,docs/goal_46_optix_county_zipcode_parity.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
47,docs/goal_47_optix_goal41_large_checks.md,1,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
48,docs/goal_48_full_project_audit.md,1,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
49,docs/goal_49_documentation_rewrite.md,2,0,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
50,docs/goal_50_postgis_ground_truth.md,3,6,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
51,docs/goal_51_vulkan_parity_validation.md,0,0,subsumed_by_goal73_and_goal85_vulkan_closure,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
52,docs/goal_52_rtdl_new_intake.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
53,docs/goal_53_bounded_matrix_closure.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
54,docs/goal_54_lkau_pkau_four_system.md,2,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
55,docs/goal_55_full_test_surface_closure.md,3,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
56,docs/goal_56_overlay_four_system_closure.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
57,docs/goal_57_status_refresh_and_parallel_research.md,2,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
59,docs/goal_59_bounded_v0_1_reproduction_package.md,2,2,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
60,docs/goal_60_full_consistency_audit.md,1,3,goal_specific_report_family,pass,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_claude_2026-04-07.md,/Users/rl2025/rtdl_python_only/docs/reports/goal160_external_review_gemini_2026-04-07.md
