status,path,decision,category,rationale
 D,docs/goal_165_spinning_ball_3d_optix_animation_variants.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_166_windows_earthlike_10s_demo.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_167_windows_numpy_diagonal_movie.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_168_v0_3_visual_demo_status.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_169_parallel_vulkan_optix_backend_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_170_linux_backend_small_demo_artifacts.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_171_v0_3_visual_demo_front_surface_refresh.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_172_temporal_stability_option.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_173_windows_4k_movie_acceptance.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_174_front_surface_4k_refresh.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_175_two_star_4k_variant.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_176_linux_gpu_backend_test_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_177_linux_samecolor_two_star_small_artifacts.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_178_smooth_camera_orbit_demo.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_179_linux_smooth_camera_backend_previews.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_17_low_overhead_runtime_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_180_v0_3_finish_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_181_smooth_camera_flagship_acceptance.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_182_linux_smooth_camera_supporting_package.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_184_v0_3_final_status_package.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_185_orbit_support_star_stability_candidate.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_186_front_surface_video_refresh.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_187_v0_3_code_and_docs_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_189_native_engine_reconstruction.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_18_low_overhead_runtime_continuation.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_190_visual_demo_example_reorg.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_191_v0_3_comprehensive_verification.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_192_v0_3_comprehensive_doc_review.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_193_v0_4_direction_decision.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_194_v0_4_content_package.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_195_v0_4_working_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_196_fixed_radius_neighbors_contract.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_197_fixed_radius_neighbors_dsl_surface.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_198_fixed_radius_neighbors_truth_path.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_199_fixed_radius_neighbors_cpu_oracle.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_19_embree_performance_comparison_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_200_fixed_radius_neighbors_embree.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_201_fixed_radius_neighbors_external_baselines.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_202_knn_rows_contract.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_203_knn_rows_dsl_surface.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_204_knn_rows_truth_path.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_205_knn_rows_cpu_oracle.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_206_knn_rows_embree.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_207_knn_rows_external_baselines.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_208_v0_4_public_example_chain.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_209_v0_4_bounded_scaling_note.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_20_claude_audit_response_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_210_v0_4_preview_release_surface.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_211_v0_4_doc_consistency_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_212_v0_4_full_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_213_v0_4_release_packaging_prep.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_214_v0_4_application_examples_and_sql.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_215_v0_4_gpu_rework_proposal.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_216_fixed_radius_neighbors_optix.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_217_knn_rows_optix.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_218_fixed_radius_neighbors_vulkan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_219_knn_rows_vulkan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_21_rayjoin_matrix_dataset_frozen.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_21_rayjoin_matrix_dataset_setup.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_220_v0_4_gpu_status_refresh.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_222_windows_harness_portability_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_223_vulkan_harness_integration.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_224_gpu_goal_closure_pack.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_225_live_v0_4_doc_refresh.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_226_final_pre_performance_cleanup.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_227_beginner_tutorial_reorganization.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_228_v0_4_heavy_nearest_neighbor_perf.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_229_fixed_radius_neighbors_accelerated_boundary_fix.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_22_rayjoin_gap_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_230_clean_release_prep_workspace.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_231_release_surface_alignment.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_232_final_pre_release_verification.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_233_final_release_decision_package.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_234_external_user_ux_cleanup.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_236_v0_4_final_release_gate_and_v0_5_direction.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_238_v0_4_consistency_and_presentation_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_239_final_public_surface_cleanup.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_23_bounded_embree_reproduction.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_240_final_release_gate_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_241_system_level_audit_database.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_242_front_page_and_tutorial_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_243_release_docs_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_244_examples_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_245_code_surface_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_246_verification_surface_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_247_archive_surface_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_248_follow_up_remediation_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_249_native_cpu_oracle_environment_hardening.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_250_feature_docs_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_251_architecture_process_docs_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_252_archive_and_early_goal_docs_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_253_v0_3_plus_goal_review_compliance_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_254_engineering_support_docs_audit_pass.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_255_front_page_rewrite.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_256_hidden_star_4k_artifact_integration.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_257_v0_5_readiness_current_state_review.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_258_v0_5_paper_consistency_charter.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_259_v0_5_3d_nearest_neighbor_surface_design.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_25_full_project_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_260_v0_5_3d_point_surface_and_reference_path.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_261_v0_5_native_3d_point_contract_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_262_v0_5_bounded_radius_knn_contract_design.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_263_v0_5_bounded_knn_rows_surface.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_264_v0_5_bounded_knn_rows_cpu_oracle.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_265_v0_5_rtnn_dataset_registry.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_266_v0_5_rtnn_baseline_registry.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_267_v0_5_rtnn_reproduction_matrix.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_268_v0_5_bounded_dataset_manifests.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_269_v0_5_cunsearch_adapter_skeleton.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_26_vision_alignment_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_270_v0_5_kitti_bounded_acquisition.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_271_v0_5_kitti_bounded_loader.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_272_v0_5_kitti_point_package.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_273_v0_5_cunsearch_response_parser.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_274_v0_5_bounded_fixed_radius_comparison.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_275_v0_5_cunsearch_live_driver.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_276_v0_5_live_bounded_linux_comparison.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_277_v0_5_kitti_linux_acquisition_prep.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_278_v0_5_real_kitti_layout_and_offset_support.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_279_v0_5_first_real_kitti_live_comparison.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_27_linux_embree_test_environment.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_280_v0_5_cunsearch_live_precision_hardening.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_281_v0_5_postgis_3d_fixed_radius_support.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_282_v0_5_postgis_3d_index_hardening_and_plan_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_283_v0_5_kitti_three_way_performance_result.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_284_v0_5_kitti_three_way_scaling_boundary.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_285_v0_5_cunsearch_duplicate_point_boundary.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_286_v0_5_cunsearch_duplicate_guard.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_287_v0_5_kitti_duplicate_free_selector.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_288_v0_5_kitti_duplicate_free_three_way.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_289_v0_5_kitti_4096_boundary.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_28_linux_rayjoin_exact_input_plan.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_28c_linux_county_zipcode_exact_source_execution.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_28d_linux_county_zipcode_larger_execution.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_290_v0_5_kitti_8192_boundary_continuation.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_291_v0_5_kitti_16384_boundary_continuation.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_292_v0_5_native_3d_fixed_radius_oracle_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_293_v0_5_native_3d_bounded_knn_oracle_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_294_kitti_native_vs_postgis_performance.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_295_kitti_bounded_knn_native_vs_postgis_performance.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_296_v0_5_native_3d_knn_oracle_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_297_kitti_knn_native_vs_postgis_performance.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_298_v0_5_embree_3d_fixed_radius_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_299_v0_5_embree_3d_bounded_knn_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_29_lsi_mismatch_diagnosis.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_300_v0_5_embree_3d_knn_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_30_precision_abi_fix.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_310_v0_5_linux_large_scale_embree_nn_perf.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_311_v0_5_optix_3d_nn_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_312_v0_5_linux_large_scale_native_embree_optix_perf.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_313_v0_5_linux_32768_backend_table.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_314_v0_5_current_linux_nn_perf_report.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_315_v0_5_vulkan_3d_nn_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_316_v0_5_linux_large_scale_embree_optix_vulkan_perf.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_317_v0_5_current_linux_4backend_nn_perf_report.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_318_v0_5_preview_support_matrix.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_319_v0_5_cross_platform_embree_correctness.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_31_lsi_gap_closure.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_320_v0_5_preview_readiness_audit.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_321_v0_5_frontpage_clarity.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_322_v0_5_comprehensive_transition_audit_adoption.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_323_v0_5_call_for_test_publish.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_324_v0_5_final_preview_session_audit_adoption.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_325_v0_5_newcomer_doc_hardening.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_326_v0_5_external_aggressive_user_audit_adoption.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
 D,docs/goal_327_v0_5_full_repo_audit_adoption.md,include,archived_goal_doc,Root historical goal removal paired with archived goal documentation.
